skin_name,image,price_min,price_max,price_min_stattrak,price_max_stattrak,weapon_name
Snake Camo,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9zcF9zbmFrZV9saWdodC5mYjg4MjNhZDA1NTViNWEyNmM4NjM3ZGFlNGNlNTc3MjU5OTI4NzdiLnBuZw--/auto/auto/85/notrim/301f4dddf6c5e3287b3f9db851cc72fa.webp,$0.02,$0.12,$0.19,$27.68,Sawed-Off
Snake Pit,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfaHlfZHVuZV90cmFwX2xpZ2h0LjQxYWExZTQ4YjE2OTc5MzE1YzkwOGM3YTY4ZWI4MTM5Y2M2YzI2ZTUucG5n/auto/auto/85/notrim/9914e392c2363ac18c1a7f50b11a8d9b.webp,$0.02,$0.08,$0.01,$0.22,AUG
Snakebite,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3N0dWRkZWRfYmxvb2Rob3VuZF9nbG92ZXNfYmxvb2Rob3VuZF9zbmFrZXNraW5fYnJhc3NfbGlnaHQuOTNjZjFhMDkzYzA0YjQ1MjE5YzIyZTE1OGYxYzUwMGQxMjZlMDIyNC5wbmc-/auto/auto/85/notrim/7fa1823eba71ebd1a985663d763cc693.webp,$61.78,$517.24,,,Bloodhound Gloves
Snek-9,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl90ZWM5X2N1X3RlYzlfc25ha2VfbGlnaHQuM2RmYTQyMzU3NDY5Y2RmNjIyNTA0NGQ4OTQyZDE4YzIxODkwYjZhOC5wbmc-/auto/auto/85/notrim/38e8cd0202bbce261f19b092d8469238.webp,$0.07,$0.56,$0.15,$2.68,Tec-9
Snow Leopard,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3NsaWNrX2dsb3Zlc19zbGlja19qYWd1YXJfd2hpdGVfbGlnaHQuNDMwOGJiZmE3ZjMyOGJiMzU5OTMzZWQ3ZDJmY2M4ZmM3ZjE2MTJiZi5wbmc-/auto/auto/85/notrim/71e2efd6ec2e35a4fd019e73e7618474.webp,$254.88,"$2,978.62",,,Driver Gloves
Sobek's Bite,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9ub3ZhX2dzX25vdmFfc29iZWtfbGlnaHQuMDg1Y2RjYmMyNjJiYTlkZGJhODIzMWRjNjJkNzU4MTkwMjJiMjBhNS5wbmc-/auto/auto/85/notrim/53181bb66a81d4837fa490258bf8276b.webp,$3.10,$9.65,$2.44,$42.53,Nova
Sonar,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWc3X2FtX21hZzdfbWFsZm9ybV9saWdodC5lMmU0MDY4MTQ5MDUwN2Q3MDAwMTA5ZjkzNjcxMWI5Y2JiYWEwNDJlLnBuZw--/auto/auto/85/notrim/360ec96d5f0da1c87dce2301c79a3553.webp,$0.08,$0.19,$0.16,$0.80,MAG-7
Space Cat,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iaXpvbl9jdV9iaXpvbl9zcGFjZWNhdF9saWdodC5hODVjNjJjMWZjMTI1NmFmYjY5ZmE4ZGEwNGMyZWNjMzU4ODdhMGQ3LnBuZw--/auto/auto/85/notrim/7e39a76b7c69de8821e223de5df2d05f.webp,$0.16,$0.85,$0.28,$2.18,PP-Bizon
Space Race,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9oa3AyMDAwX2FhX3NwYWNlcmFjZV9vcmFuZ2VfbGlnaHQuYzA3ODliNmE2YTk1YzVkMWZjY2YwODQ4NGI3NDM0MThkMWQ1OGIxYS5wbmc-/auto/auto/85/notrim/56a0595aef324754ecb2e18b9030d7af.webp,$2.86,$6.04,,,P2000
Spalted Wood,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hdWdfaHlfZHJ5X3dvb2RfbGlnaHQuNTZiOTMzN2E2YmE2NzFhM2FlNjMyOGExMjNiNmUwMTg0ZDg1ODRkYS5wbmc-/auto/auto/85/notrim/26afd8394f81a95139970ae98a60ee4d.webp,$3.78,$4.35,$0.01,$0.12,AUG
Spearmint,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL21vdG9yY3ljbGVfZ2xvdmVzX21vdG9yY3ljbGVfbWludF90cmlhbmdsZV9saWdodC44ZTI4NDJkZjNiNmYzZjIyZDZmYjJjMzRlNjVjYTdiZTQ0NWVkNjc1LnBuZw--/auto/auto/85/notrim/444252ae5f80c6edc4da86c69b62bd6d.webp,$378.92,"$13,300.00",,,Moto Gloves
Special Delivery,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDdfY3VfbXA3X2NsYXNzaWZpZWRfbGlnaHQuMDRiYTkwYTlmNTNhOTI2OTczM2UxMzYwMDJiOTE0NmVhNTg3NWRiMy5wbmc-/auto/auto/85/notrim/251da6287500d8d393f563d7347f4b1d.webp,$0.78,$3.44,$2.15,$7.69,MP7
Spectre,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tMjQ5X2N1X20yNDlfc3BlY3RyZV9saWdodC44ZjZjYjc5YTg5ZjQyYjIwYjg1MDMzMjAyY2M5ZGYyNWZlMmQwYjZiLnBuZw--/auto/auto/85/notrim/d497ecfb62f9cca68293888b873190af.webp,$0.03,$0.18,$0.14,$0.72,M249
Spider Lily,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tNGExX2dzX200X2Zsb3dlcnNfbGlnaHQuNDhmOGJkZjM1OTJkNTRkNzg5MWY3NmFkMzA2YmI3YzRhNjQ5YjcyOC5wbmc-/auto/auto/85/notrim/4d1f8e38cf102afde580bf678aafe712.webp,$1.42,$12.87,$3.24,$40.45,M4A4
Spirit Board,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zYXdlZG9mZl9jdV9zYXdlZG9mZl9vdWlqYV9saWdodC5iZGY3YmIyNmEzZDY4ZGU1NGNjMzA2ZTdjNmVhNmEwZGI1MmRlZTJkLnBuZw--/auto/auto/85/notrim/b7213de677a86a89454171e501edbf15.webp,$0.03,$0.13,$0.07,$0.53,Sawed-Off
Spitfire,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9mYW1hc19zcF9zcGl0ZmlyZV9mYW1hc19icmF2b19saWdodC42MjY3MDVkOTkyNDZkOWQ1OTRmMDljYWE5MzY2OGNhYWQ0NmJlNzY1LnBuZw--/auto/auto/85/notrim/8920413c2be43123096d18a7cd361023.webp,$8.11,$178.56,,,FAMAS
Splash,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NwX3NwbGFzaF9wMjUwX2xpZ2h0LmRjMGRhMjFlODM4ZmVhMDgyYTNmNDY1NjIzODJmZTcwZjVjYmE0MzIucG5n/auto/auto/85/notrim/7f91e7e5010c640ba3f6a46d31fdf06b.webp,$16.00,$30.85,$31.74,$76.31,P250
Splash Jam,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zY2FyMjBfaHlfaHVudGVyX2JsYXplX3BpbmtfbGlnaHQuYjkyNWFmYTA1MWFmZWYyZGNlZDJlNWIxNmY0ZjcxNWUxNzExZjM1Zi5wbmc-/auto/auto/85/notrim/bd86e614574fc0ed71c1ef94d7e65c42.webp,$5.53,"$1,491.77",,,SCAR-20
Spring Twilly,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9zc2cwOF9oeV90cmFpbmFyY2hpdGVjdF9ncmVlbl9saWdodC43M2IyMTA3ZDc0MmI0NjkyY2JiNmNlYzEwY2M1OGVhZmEzZjI1MDIzLnBuZw--/auto/auto/85/notrim/b1b1f77eb18bf4f076b798127d5c5104.webp,$0.82,$1.27,,,SSG 08
Spruce DDPAT,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL2xlYXRoZXJfaGFuZHdyYXBzX2hhbmR3cmFwX2NhbW9fZ3JleV9saWdodC43NDcxYzczMGY0YjQ1NGUzZmM5M2JhZmFmMGEwZmQ2ZGQ0ZmY2MmI3LnBuZw--/auto/auto/85/notrim/67167430dc819cfdadb82a44fc4975ba.webp,$78.26,$581.23,,,Hand Wraps
Sputnik,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9kZWFnbGVfc3Bfc3BhY2VyYWNlX2JsdWVfbGlnaHQuNzhjOGQ0ZWQzNWY3NzYwM2FmNWRhYjc0NzhhZTIzODhjYzEyZTA0Zi5wbmc-/auto/auto/85/notrim/06d41fb59b9ed71a982393cb71713d3d.webp,$0.91,$2.06,,,Desert Eagle
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9iYXlvbmV0X2FxX2ZvcmNlZF9saWdodC4yZWE4ZDFkYzE3MTBkOWUwMjM5MTI5YTEyNmRkNTZiMWI1MjJkZGJkLnBuZw--/auto/auto/85/notrim/7c01ec36170d799544ea9459a8998293.webp,$219.27,$347.67,$220.00,$387.44,Bayonet
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdXJ2aXZhbF9ib3dpZV9hcV9mb3JjZWRfbGlnaHQuNWI2OTE0NzFkNzQwOTc1YmQ2YzA0MGI3OWM1Y2Q2Mjg2M2Q4ZTcwMS5wbmc-/auto/auto/85/notrim/99d47e3070ceeb1086bfc6fe99e9c6e8.webp,$110.73,$205.80,$122.91,$244.00,Bowie Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9idXR0ZXJmbHlfYXFfZm9yY2VkX2xpZ2h0LjgzM2JmMjNlMTRjODU1NjRkOGU5N2FkZTNkNDYxYjcxZGNhN2JlMWIucG5n/auto/auto/85/notrim/a18a401a44463752314be247628064e9.webp,$664.41,$975.96,$677.72,"$1,176.44",Butterfly Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jc3NfYXFfZm9yY2VkX2xpZ2h0LjcwZDdiZjQ0NzNhYTQ5YTBmMGVhYmUyZDVmZTc2NjZkNWYxNzhiMTEucG5n/auto/auto/85/notrim/f4ac2c41211b9aaa4a55c0547b1763dd.webp,$130.76,$241.89,$151.98,$269.23,Classic Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9lbGl0ZV9hcV9mb3JjZWRfbGlnaHQuMGI4YzI2OTk2ZjM3MWM0YTRhMzhiOTg0NzU0ODNhMzYzYmM0OGViZi5wbmc-/auto/auto/85/notrim/a8eab0764b1ca868d1751a97a2dd91cc.webp,$0.02,$0.10,$52.35,$79.00,Dual Berettas
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mYWxjaGlvbl9hcV9mb3JjZWRfbGlnaHQuNGFlNjg3OTkzMzNkMWQxYjAwMjRkZTJlNTk1NjJiNzA3Njc4MGExNS5wbmc-/auto/auto/85/notrim/1867fb809b947e3d142156b014d4c148.webp,$100.20,$159.99,$118.49,$299.89,Falchion Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9mbGlwX2FxX2ZvcmNlZF9saWdodC4xNDQ2NTMyZjZjMTNmZjU1NmYwMTdlMjYwMzQ0MGJkZTBmMGNkNTI1LnBuZw--/auto/auto/85/notrim/fa8cca409a46d7c02c818b667137adf8.webp,$159.30,$220.00,$152.37,$276.42,Flip Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9ndXRfYXFfZm9yY2VkX2xpZ2h0LjJjYmYxN2Y2NTU2MzQ0MDQ2M2U2YzdiMDVmY2EzNmFhNGMyZTA5NzEucG5n/auto/auto/85/notrim/546884035df404cfc9fb67feb9eaba17.webp,$85.05,$127.34,$109.88,$273.68,Gut Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV90YWN0aWNhbF9hcV9mb3JjZWRfbGlnaHQuYmE2NzEyZjRiZGM0Y2NlMWFjZmY3NTRiMDIyNWY0ZjAyODkwNGEwZS5wbmc-/auto/auto/85/notrim/837bc949bb3f8b283b484baf87e2a5ba.webp,$124.15,$219.95,$138.42,$275.59,Huntsman Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rYXJhbWJpdF9hcV9mb3JjZWRfbGlnaHQuNWU4ZDE3NGFiNDc3NTY2N2Y4MzJmYmM4ZGUwZjAxNmFmMmU3YjlhOC5wbmc-/auto/auto/85/notrim/1538003f5d9c8a33b6d339f3bb078fa1.webp,$561.00,$838.00,$574.24,$949.00,Karambit
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9rdWtyaV9hcV9mb3JjZWRfbGlnaHQuMjk1YjBhZWM2YzhjN2IwNDlmMWM4NWFiYjllN2UwZjA5YzBjOTg4MC5wbmc-/auto/auto/85/notrim/3228d1fbe2c652a158f14fb3a4b83e38.webp,$261.80,$461.35,$260.00,$562.82,Kukri Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9tOV9iYXlvbmV0X2FxX2ZvcmNlZF9saWdodC5mZTQxMzhhNTEzMDM1NDliYzdiNWI0MGZlYWZlODMzMDk1ZDFkMGNiLnBuZw--/auto/auto/85/notrim/9365fdaef89b97372e1646e93c4e6247.webp,$478.60,$659.99,$511.88,$795.92,M9 Bayonet
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9neXBzeV9qYWNra25pZmVfYXFfZm9yY2VkX2xpZ2h0LmU1MjJlNjQxMGI1YmEzMGZkN2U5Njc2NDM5NjRjZmI2NGNiNGVlNGMucG5n/auto/auto/85/notrim/ca2f184d3fc9ae841b1bef5b243d3c4b.webp,$73.28,$103.04,$83.57,$268.00,Navaja Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9vdXRkb29yX2FxX2ZvcmNlZF9saWdodC5jOGRjODg3OGU0NWM3ZTI0NzhmZjUwYWM4ZjQzM2EyMTcyYWU2NzEzLnBuZw--/auto/auto/85/notrim/7577ff6ad807918ab0b506d811c633ff.webp,$209.16,$376.06,$221.33,$449.87,Nomad Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jb3JkX2FxX2ZvcmNlZF9saWdodC5hNWQ4Y2IzZjU1MDBmOGQ3MTUyOTIwNzkwODBkNjFlZjhlYzg5MjkzLnBuZw--/auto/auto/85/notrim/2682088383653553012aae684e27fdca.webp,$100.84,$189.36,$108.44,$605.65,Paracord Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9wdXNoX2FxX2ZvcmNlZF9saWdodC45NWU0ZWQ5YzlkYWQzZmJjOWRiNmJhMzEwNDVjODg3OWQ5NmJmMGEyLnBuZw--/auto/auto/85/notrim/05e93c8a839584f75653fa73a4927f59.webp,$71.35,$138.26,$90.72,$322.69,Shadow Daggers
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9za2VsZXRvbl9hcV9mb3JjZWRfbGlnaHQuZDAyNGM3MTllZDhiZDU5ZDNkMjM5YjI5YjVhZmFmZDU4YWExMDliYy5wbmc-/auto/auto/85/notrim/cfac4140ef54dec57afacf6df8e4a472.webp,$313.05,$567.45,$297.56,$691.69,Skeleton Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9zdGlsZXR0b19hcV9mb3JjZWRfbGlnaHQuMjBmNGRlZTE1NzJjYTQ3OWFkM2NkNzQ4YWY2ZmZmZTU4NzdiMmVjNy5wbmc-/auto/auto/85/notrim/2e1a9faaf044f97340e2de6ff37f09b9.webp,$210.55,$339.13,$224.24,$495.37,Stiletto Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV9jYW5pc19hcV9mb3JjZWRfbGlnaHQuODUzMTgwYzQ5MGQzY2FiMzc2MzU2NGM1Y2I5ODU1MzM4Y2E1YmEyNi5wbmc-/auto/auto/85/notrim/88df47b50c5f36f7ce251ab234f5a81e.webp,$99.60,$176.40,$121.83,$325.34,Survival Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV93aWRvd21ha2VyX2FxX2ZvcmNlZF9saWdodC4yNDk0ODAyNGRkOTNhYzQ0ZTU4NWY2MTFlOTZiMjcyY2ZhY2YxYmU0LnBuZw--/auto/auto/85/notrim/c4dd0f979b091465e2ca360097bec63d.webp,$307.51,$430.42,$337.62,$602.13,Talon Knife
Stained,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9rbmlmZV91cnN1c19hcV9mb3JjZWRfbGlnaHQuN2VmNWE4MWJmODc0OGQ0YWI0MWY3ZTk1MzkyNDgxNzI4M2FmM2Y1Ny5wbmc-/auto/auto/85/notrim/285386bfbe39162fd89875cc4f8aa880.webp,$116.36,$186.53,$125.00,$226.94,Ursus Knife
Stained Glass,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfYW1fc3RhaW5lZF9nbGFzc19saWdodC4xNDJlNDRmMWNiM2IyZGU5OTM0NjFkZmRkOTAwNzlmMDFlNTkzMGE1LnBuZw--/auto/auto/85/notrim/26b1d4f0141cd320c0a6c71ea1b4c8e0.webp,$64.98,$92.66,,,MP9
Stainless,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl91c3Bfc2lsZW5jZXJfYXFfdXNwX3N0YWlubGVzc19saWdodC4wZDIwOTdlODU2NzBjOTg0NzdmMjg3ZDgyZTY3YTk3MmE0ZGYzZTA2LnBuZw--/auto/auto/85/notrim/51b7702d795d171b0fb38ba1de1f09da.webp,$2.58,$17.59,$10.07,$63.17,USP-S
Stalker,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tYWMxMF9nc19tYWMxMF9zdGFsa2VyX2xpZ2h0LmM4NGRkOTg4OGNlOTg5NDM0MjRhNTllYWU4N2ZhODgxYTVkM2E1ZGUucG5n/auto/auto/85/notrim/f54bc50faefed74459cafe70762d316c.webp,$6.33,$54.25,$20.51,$206.23,MAC-10
Starlight Protector,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9tcDlfZ3NfbXA5X3N0YXJsaWdodF9saWdodC44MzUyZjdmNDM0NDVlMTAwZTJiMDNlZDc3NGFhYWQ2MzcyNjc1YmUxLnBuZw--/auto/auto/85/notrim/4aa0302e930ef528a07185da60c1515b.webp,$1.72,$15.78,$5.26,$51.31,MP9
Steel Delta,https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9hazQ3X2dzX2FrNDdfc3Ryb25lX2xpZ2h0LjRlZDBlMjQ5OWNlNzYxOTkwOTMzYmZiZTY2ZTg2YWJiMGFiZjhmM2UucG5n/auto/auto/85/notrim/631d5fa6fb0cfea1dcc2f847076e7590.webp,$0.98,$2.05,$2.98,$11.05,AK-47
